time;V(Net-_D1-A_);V(U_a);
0.000219098;4.58022;11.5995;
0.000220098;4.60712;11.6001;
0.000221098;4.63392;11.6001;
0.000222098;4.66061;11.6007;
0.000223098;4.68719;11.6007;
0.000224098;4.71367;11.6013;
0.000225098;4.74004;11.6013;
0.000226098;4.76631;11.6018;
0.000227098;4.79247;11.6019;
0.000228098;4.81853;11.6024;
0.000229098;4.84448;11.6024;
0.000230098;4.87033;11.6029;
0.000231098;4.89608;11.603;
0.000232098;4.92173;11.6035;
0.000233098;4.94727;11.6035;
0.000234098;4.97271;11.604;
0.000235098;4.99805;11.604;
0.000236098;5.02329;11.6045;
0.000237098;5.04843;11.6045;
0.000238098;5.07348;11.605;
0.000239098;5.09842;11.605;
0.000240098;5.12326;11.6055;
0.000241098;5.148;11.6055;
0.000242098;5.17264;11.6059;
0.000243098;5.19719;11.6059;
0.000244098;5.22164;11.6064;
0.000245098;5.24599;11.6064;
0.000246098;5.27025;11.6069;
0.000247098;5.2944;11.6069;
0.000248098;5.31847;11.6073;
0.000249098;5.34243;11.6073;
0.000250098;5.36631;11.6077;
0.000251098;5.39008;11.6077;
0.000252098;5.41376;11.6082;
0.000253098;5.43735;11.6082;
0.000254098;5.46085;11.6086;
0.000255098;5.48425;11.6086;
0.000256098;5.50756;11.609;
0.000257098;5.53077;11.609;
0.000258098;5.55389;11.6094;
0.000258887;5.57207;11.6093;
0.000259481;5.57698;0.0206185;
0.000259657;5.57583;0.0200294;
0.000259829;5.57472;0.0206255;
0.000259998;5.57362;0.0200245;
0.000260242;5.57203;0.0206314;
0.000260434;5.57079;0.0200144;
0.000260587;5.56979;0.0206389;
0.00026075;5.56874;0.0200056;
0.000260914;5.56768;0.020646;
0.000261241;5.56555;0.0199996;
0.000261694;5.56261;0.0206486;
0.000262388;5.55812;0.0199971;
0.000263388;5.55165;0.02065;
0.000264388;5.54518;0.0199973;
0.000265388;5.53873;0.0206513;
0.000266388;5.53228;0.019996;
0.000267388;5.52585;0.0206524;
0.000268388;5.51942;0.0199946;
0.000269388;5.513;0.0206534;
0.000270388;5.50658;0.0199933;
0.000271388;5.50018;0.0206545;
0.000272388;5.49378;0.019992;
0.000273388;5.4874;0.0206556;
0.000274388;5.48102;0.0199907;
0.000275388;5.47465;0.0206567;
0.000276388;5.46829;0.0199894;
0.000277388;5.46194;0.0206578;
0.000278388;5.45559;0.0199881;
0.000279388;5.44926;0.0206588;
0.000280388;5.44293;0.0199868;
0.000281388;5.43661;0.0206599;
0.000282388;5.4303;0.0199856;
0.000283388;5.42399;0.0206609;
0.000284388;5.4177;0.0199843;
0.000285388;5.41141;0.020662;
0.000286388;5.40514;0.0199831;
0.000287388;5.39887;0.020663;
0.000288388;5.39261;0.0199818;
0.000289388;5.38635;0.020664;
0.000290388;5.38011;0.0199806;
0.000291388;5.37387;0.0206651;
0.000292388;5.36765;0.0199794;
0.000293388;5.36143;0.0206661;
0.000294388;5.35521;0.0199782;
0.000295388;5.34901;0.0206671;
0.000296388;5.34282;0.019977;
0.000297388;5.33663;0.0206681;
0.000298388;5.33045;0.0199758;
0.000299388;5.32428;0.0206691;
0.000300388;5.31812;0.0199746;
0.000301388;5.31197;0.0206701;
0.000302388;5.30582;0.0199735;
0.000303388;5.29968;0.0206711;
0.000304388;5.29355;0.0199723;
0.000305388;5.28743;0.020672;
0.000306388;5.28132;0.0199712;
0.000307388;5.27521;0.020673;
0.000308388;5.26911;0.01997;
0.000309388;5.26303;0.020674;
0.000310388;5.25694;0.0199689;
0.000311388;5.25087;0.0206749;
0.000312388;5.24481;0.0199678;
0.000313388;5.23875;0.0206759;
0.000314388;5.2327;0.0199667;
0.000315388;5.22666;0.0206768;
0.000316388;5.22063;0.0199656;
0.000317388;5.2146;0.0206778;
0.000318388;5.20859;0.0199645;
0.000319388;5.20258;0.0206787;
0.000320388;5.19658;0.0199634;
0.000321388;5.19058;0.0206796;
0.000322388;5.1846;0.0199623;
0.000323388;5.17862;0.0206805;
0.000324388;5.17265;0.0199613;
0.000325388;5.16669;0.0206815;
0.000326388;5.16074;0.0199602;
0.000327388;5.15479;0.0206824;
0.000328388;5.14885;0.0199592;
0.000329388;5.14292;0.0206833;
0.000330388;5.137;0.0199582;
0.000331388;5.13109;0.0206842;
0.000332388;5.12518;0.0199571;
0.000333388;5.11928;0.0206851;
0.000334388;5.11339;0.0199561;
0.000335388;5.10751;0.0206859;
0.000336388;5.10163;0.0199551;
0.000337388;5.09576;0.0206868;
0.000338388;5.08991;0.0199541;
0.000339388;5.08405;0.0206877;
0.000340388;5.07821;0.0199531;
0.000341388;5.07237;0.0206886;
0.000342388;5.06654;0.0199521;
0.000343388;5.06072;0.0206894;
0.000344388;5.05491;0.0199512;
0.000345388;5.0491;0.0206903;
0.000346388;5.04331;0.0199502;
0.000347388;5.03752;0.0206911;
0.000348388;5.03173;0.0199492;
0.000349388;5.02596;0.020692;
0.000350388;5.02019;0.0199483;
0.000351388;5.01443;0.0206928;
0.000352388;5.00868;0.0199473;
0.000353388;5.00294;0.0206936;
0.000354388;4.9972;0.0199464;
0.000355388;4.99147;0.0206944;
0.000356388;4.98575;0.0199455;
0.000357388;4.98004;0.0206953;
0.000358388;4.97433;0.0199446;
0.000359388;4.96863;0.0206961;
0.000360388;4.96294;0.0199437;
0.000361388;4.95725;0.0206969;
0.000362388;4.95158;0.0199428;
0.000363388;4.94591;0.0206977;
0.000364388;4.94025;0.0199419;
0.000365388;4.9346;0.0206985;
0.000366388;4.92895;0.019941;
0.000367388;4.92331;0.0206993;
0.000368388;4.91768;0.0199401;
0.000369388;4.91205;0.0207;
0.000370388;4.90644;0.0199392;
0.000371388;4.90083;0.0207008;
0.000372388;4.89523;0.0199384;
0.000373388;4.88963;0.0207016;
0.000374388;4.88405;0.0199375;
0.000375388;4.87847;0.0207023;
0.000376388;4.8729;0.0199367;
0.000377388;4.86733;0.0207031;
0.000378388;4.86177;0.0199358;
0.000379388;4.85622;0.0207039;
0.000380388;4.85068;0.019935;
0.000381388;4.84515;0.0207046;
0.000382388;4.83962;0.0199342;
0.000383388;4.8341;0.0207053;
0.000384388;4.82858;0.0199333;
0.000385388;4.82308;0.0207061;
0.000386388;4.81758;0.0199325;
0.000387388;4.81209;0.0207068;
0.000388388;4.8066;0.0199317;
0.000389388;4.80113;0.0207075;
0.000390388;4.79566;0.0199309;
0.000391388;4.7902;0.0207083;
0.000392388;4.78474;0.0199302;
0.000393388;4.77929;0.020709;
0.000394388;4.77385;0.0199294;
0.000395388;4.76842;0.0207097;
0.000396388;4.76299;0.0199286;
0.000397388;4.75757;0.0207104;
0.000398388;4.75216;0.0199278;
0.000399388;4.74676;0.0207111;
0.000400388;4.74136;0.0199271;
0.000401388;4.73597;0.0207118;
0.000402388;4.73058;0.0199263;
0.000403388;4.72521;0.0207124;
0.000404388;4.71984;0.0199256;
0.000405388;4.71448;0.0207131;
0.000406388;4.70912;0.0199248;
0.000407388;4.70377;0.0207138;
0.000408388;4.69843;0.0199241;
0.000409388;4.6931;0.0207145;
0.000410388;4.68777;0.0199234;
0.000411388;4.68245;0.0207151;
0.000412388;4.67714;0.0199226;
0.000413388;4.67184;0.0207158;
0.000414388;4.66654;0.0199219;
0.000415388;4.66125;0.0207164;
0.000416388;4.65596;0.0199212;
0.000417388;4.65068;0.0207171;
0.000418388;4.64541;0.0199205;
0.000419388;4.64015;0.0207177;
0.000420388;4.63489;0.0199198;
0.000421388;4.62964;0.0207184;
0.000422388;4.6244;0.0199191;
0.000423388;4.61916;0.020719;
0.000424388;4.61394;0.0199185;
0.000425388;4.60871;0.0207196;
0.000426388;4.6035;0.0199178;
0.000427388;4.59829;0.0207202;
0.000428388;4.59309;0.0199171;
0.000429388;4.5879;0.0207208;
0.000430388;4.58271;0.0199165;
0.000431388;4.57753;0.0207215;
0.000432388;4.57235;0.0199158;
0.000433388;4.56719;0.0207221;
0.000434388;4.56203;0.0199152;
0.000435388;4.55687;0.0207227;
0.000436388;4.55173;0.0199145;
0.000437388;4.54659;0.0207232;
0.000438388;4.54145;0.0199139;
0.000439388;4.53633;0.0207238;
0.000440388;4.53121;0.0199132;
0.000441388;4.5261;0.0207244;
0.000442388;4.52099;0.0199126;
0.000443388;4.51589;0.020725;
0.000444388;4.5108;0.019912;
0.000445388;4.50571;0.0207256;
0.000446388;4.50064;0.0199114;
0.000447388;4.49556;0.0207261;
0.000448388;4.4905;0.0199108;
0.000449388;4.48544;0.0207267;
0.000450388;4.48039;0.0199102;
0.000451388;4.47534;0.0207273;
0.000452388;4.4703;0.0199096;
0.000453388;4.46527;0.0207278;
0.000454388;4.46025;0.019909;
0.000455388;4.45523;0.0207284;
0.000456388;4.45022;0.0199084;
0.000457388;4.44521;0.0207289;
0.000458388;4.44021;0.0199078;
0.000459388;4.43522;0.0207294;
0.000460388;4.43023;0.0199073;
0.000461388;4.42526;0.02073;
0.000462388;4.42028;0.0199067;
0.000463388;4.41532;0.0207305;
0.000464388;4.41036;0.0199061;
0.000465388;4.40541;0.020731;
0.000466388;4.40046;0.0199056;
0.000467388;4.39552;0.0207315;
0.000468388;4.39059;0.019905;
0.000469388;4.38566;0.0207321;
0.000470388;4.38074;0.0199045;
0.000471388;4.37583;0.0207326;
0.000472388;4.37092;0.019904;
0.000473388;4.36602;0.0207331;
0.000474388;4.36113;0.0199034;
0.000475388;4.35624;0.0207336;
0.000476388;4.35136;0.0199029;
0.000477388;4.34648;0.0207341;
0.000478388;4.34161;0.0199024;
0.000479388;4.33675;0.0207346;
0.000480388;4.3319;0.0199019;
0.000481388;4.32705;0.020735;
0.000482388;4.32221;0.0199013;
0.000483388;4.31737;0.0207355;
0.000484388;4.31254;0.0199008;
0.000485388;4.30772;0.020736;
0.000486388;4.3029;0.0199003;
0.000487388;4.29809;0.0207365;
0.000488388;4.29329;0.0198998;
0.000489388;4.28849;0.0207369;
0.000490388;4.2837;0.0198994;
0.000491388;4.27891;0.0207374;
0.000492388;4.27413;0.0198989;
0.000493388;4.26936;0.0207379;
0.000494388;4.26459;0.0198984;
0.000495388;4.25983;0.0207383;
0.000496388;4.25508;0.0198979;
0.000497388;4.25033;0.0207388;
0.000498388;4.24559;0.0198974;
0.000499388;4.24086;0.0207392;
0.000500388;4.23613;0.019897;
0.000501388;4.23141;0.0207397;
0.000502388;4.22669;0.0198965;
0.000503388;4.22198;0.0207401;
0.000504388;4.21728;0.0198961;
0.000505388;4.21258;0.0207405;
0.000506388;4.20789;0.0198956;
0.000507388;4.2032;0.020741;
0.000508388;4.19852;0.0198952;
0.000509388;4.19385;0.0207414;
0.000510388;4.18919;0.0198947;
0.000511388;4.18453;0.0207418;
0.000512388;4.17987;0.0198943;
0.000513388;4.17522;0.0207422;
0.000514388;4.17058;0.0198939;
0.000515388;4.16595;0.0207426;
0.000516388;4.16132;0.0198934;
0.000517388;4.15669;0.020743;
0.000518388;4.15208;0.019893;
0.000519388;4.14746;0.0207434;
0.000520388;4.14286;0.0198926;
0.000521388;4.13826;0.0207438;
0.000522388;4.13367;0.0198922;
0.000523388;4.12908;0.0207442;
0.000524388;4.1245;0.0198918;
0.000525388;4.11993;0.0207446;
0.000526388;4.11536;0.0198914;
0.000527388;4.11079;0.020745;
0.000528388;4.10624;0.019891;
0.000529388;4.10169;0.0207454;
0.000530388;4.09714;0.0198906;
0.000531388;4.0926;0.0207458;
0.000532388;4.08807;0.0198902;
0.000533388;4.08354;0.0207461;
0.000534388;4.07902;0.0198898;
0.000535388;4.07451;0.0207465;
0.000536388;4.07;0.0198894;
0.000537388;4.0655;0.0207469;
0.000538388;4.061;0.019889;
0.000539388;4.05651;0.0207472;
0.000540388;4.05203;0.0198887;
0.000541388;4.04755;0.0207476;
0.000542388;4.04307;0.0198883;
0.000543388;4.03861;0.0207479;
0.000544388;4.03415;0.0198879;
0.000545388;4.02969;0.0207483;
0.000546388;4.02524;0.0198876;
0.000547388;4.0208;0.0207486;
0.000548388;4.01636;0.0198872;
0.000549388;4.01193;0.020749;
0.000550388;4.0075;0.0198869;
0.000551388;4.00308;0.0207493;
0.000552388;3.99867;0.0198865;
0.000553388;3.99426;0.0207497;
0.000554388;3.98986;0.0198862;
0.000555388;3.98546;0.02075;
0.000556388;3.98107;0.0198859;
0.000557388;3.97668;0.0207503;
0.000558388;3.97231;0.0198855;
0.000559388;3.96793;0.0207506;
0.000560388;3.96356;0.0198852;
0.000561388;3.9592;0.020751;
0.000562388;3.95485;0.0198849;
0.000563388;3.95049;0.0207513;
0.000564388;3.94615;0.0198845;
0.000565388;3.94181;0.0207516;
0.000566388;3.93748;0.0198842;
0.000567388;3.93315;0.0207519;
0.000568388;3.92883;0.0198839;
0.000569388;3.92451;0.0207522;
0.000570388;3.9202;0.0198836;
0.000571388;3.9159;0.0207525;
0.000572388;3.9116;0.0198833;
0.000573388;3.9073;0.0207528;
0.000574388;3.90302;0.019883;
0.000575388;3.89874;0.0207531;
0.000576388;3.89446;0.0198827;
0.000577388;3.89019;0.0207534;
0.000578388;3.88592;0.0198824;
0.000579388;3.88166;0.0207537;
0.000580388;3.87741;0.0198821;
0.000581388;3.87316;0.020754;
0.000582388;3.86892;0.0198818;
0.000583388;3.86468;0.0207543;
0.000584388;3.86045;0.0198815;
0.000585388;3.85622;0.0207545;
0.000586388;3.852;0.0198812;
0.000587388;3.84779;0.0207548;
0.000588388;3.84358;0.019881;
0.000589388;3.83938;0.0207551;
0.000590388;3.83518;0.0198807;
0.000591388;3.83099;0.0207553;
0.000592388;3.8268;0.0198804;
0.000593388;3.82262;0.0207556;
0.000594388;3.81844;0.0198802;
0.000595388;3.81427;0.0207559;
0.000596388;3.81011;0.0198799;
0.000597388;3.80595;0.0207561;
0.000598388;3.80179;0.0198796;
0.000599388;3.79765;0.0207564;
0.000600388;3.7935;0.0198794;
0.000601388;3.78937;0.0207566;
0.000602388;3.78523;0.0198791;
0.000603388;3.78111;0.0207569;
0.000604388;3.77699;0.0198789;
0.000605388;3.77287;0.0207571;
0.000606388;3.76876;0.0198786;
0.000607388;3.76466;0.0207574;
0.000608388;3.76056;0.0198784;
0.000609388;3.75646;0.0207576;
0.000610388;3.75238;0.0198782;
0.000611388;3.74829;0.0207578;
0.000612388;3.74421;0.0198779;
0.000613388;3.74014;0.0207581;
0.000614388;3.73608;0.0198777;
0.000615388;3.73201;0.0207583;
0.000616388;3.72796;0.0198775;
0.000617388;3.72391;0.0207585;
0.000618388;3.71986;0.0198772;
0.000619388;3.71582;0.0207587;
0.000620388;3.71179;0.019877;
0.000621388;3.70776;0.020759;
0.000622388;3.70373;0.0198768;
0.000623388;3.69971;0.0207592;
0.000624388;3.6957;0.0198766;
0.000625388;3.69169;0.0207594;
0.000626388;3.68769;0.0198764;
0.000627388;3.68369;0.0207596;
0.000628388;3.6797;0.0198762;
0.000629388;3.67571;0.0207598;
0.000630388;3.67173;0.019876;
0.000631388;3.66776;0.02076;
0.000632388;3.66378;0.0198758;
0.000633388;3.65982;0.0207602;
0.000634388;3.65586;0.0198756;
0.000635388;3.6519;0.0207604;
0.000636388;3.64795;0.0198754;
0.000637388;3.64401;0.0207606;
0.000638388;3.64007;0.0198752;
0.000639388;3.63613;0.0207608;
0.000640388;3.6322;0.019875;
0.000641388;3.62828;0.020761;
0.000642388;3.62436;0.0198748;
0.000643388;3.62045;0.0207612;
0.000644388;3.61654;0.0198747;
0.000645388;3.61264;0.0207614;
0.000646388;3.60874;0.0198714;
0.000646893;3.61553;11.2234;
0.000647014;3.61927;11.5098;
0.00064714;3.62315;11.4603;
0.000647188;3.62463;11.499;
0.000647234;3.62604;11.5046;
0.000647272;3.62719;11.4888;
0.000647308;3.6283;11.5058;
0.000647352;3.62965;11.4935;
0.000647407;3.63134;11.5047;
0.000647481;3.63364;11.4974;
0.000647604;3.63741;11.5065;
0.000647789;3.64308;11.5023;
0.000648082;3.65208;11.5122;
0.000648354;3.6604;11.509;
0.000648572;3.66709;11.5169;
0.000648659;3.66975;11.5125;
0.000648783;3.67354;11.5182;
0.000648992;3.67991;11.5157;
0.00064934;3.69055;11.5224;
0.000649737;3.70263;11.5212;
0.000650436;3.7239;11.5292;
0.000651436;3.75421;11.5306;
0.000652436;3.78439;11.5385;
0.000653436;3.81446;11.5385;
0.000654436;3.84441;11.5452;
0.000655436;3.87424;11.5445;
0.000656436;3.90395;11.5505;
0.000657436;3.93354;11.5494;
0.000658436;3.96301;11.5549;
0.000659436;3.99237;11.5535;
0.000660436;4.02161;11.5586;
0.000661436;4.05073;11.5571;
0.000662436;4.07974;11.5619;
0.000663436;4.10863;11.5602;
0.000664436;4.13741;11.5647;
0.000665436;4.16607;11.563;
0.000666436;4.19462;11.5673;
0.000667436;4.22306;11.5655;
0.000668436;4.25138;11.5696;
0.000669436;4.27959;11.5678;
0.000670436;4.30769;11.5718;
0.000671436;4.33567;11.5699;
0.000672436;4.36355;11.5737;
0.000673436;4.39131;11.5719;
0.000674436;4.41897;11.5755;
0.000675436;4.44651;11.5737;
0.000676436;4.47394;11.5772;
0.000677436;4.50127;11.5754;
0.000678436;4.52848;11.5788;
0.000679436;4.55559;11.577;
0.000680436;4.58259;11.5802;
0.000681436;4.60948;11.5785;
0.000682436;4.63627;11.5816;
0.000683436;4.66295;11.5799;
0.000684436;4.68952;11.5829;
0.000685436;4.71599;11.5812;
0.000686436;4.74235;11.5842;
0.000687436;4.76861;11.5825;
0.000688436;4.79476;11.5854;
0.000689436;4.82081;11.5837;
0.000690436;4.84676;11.5865;
0.000691436;4.8726;11.5848;
0.000692436;4.89834;11.5876;
0.000693436;4.92397;11.5859;
0.000694436;4.94951;11.5886;
0.000695436;4.97494;11.587;
0.000696436;5.00028;11.5896;
0.000697436;5.02551;11.588;
0.000698436;5.05064;11.5905;
0.000699436;5.07567;11.589;
0.000700436;5.1006;11.5914;
0.000701436;5.12544;11.5899;
0.000702436;5.15017;11.5923;
0.000703436;5.17481;11.5908;
0.000704436;5.19934;11.5931;
0.000705436;5.22378;11.5917;
0.000706436;5.24813;11.594;
0.000707436;5.27237;11.5926;
0.000708436;5.29652;11.5947;
0.000709436;5.32058;11.5934;
0.000710436;5.34454;11.5955;
0.000711436;5.3684;11.5942;
0.000712436;5.39217;11.5962;
0.000713436;5.41584;11.5949;
0.000714436;5.43942;11.5969;
0.000715436;5.46291;11.5957;
0.000716436;5.4863;11.5976;
0.000717436;5.5096;11.5964;
0.000718436;5.53281;11.5983;
0.000719436;5.55592;11.5971;
